"Points:0","Points:1","Points:2"
-0.29509,1.5203,0
-0.3123,0.73369,0
4.8703,2.6937,0
4.6189,2.1803,0
2.0826,-2.245,0
-0.22928,2.7756,0
-0.5549,2.3796,0
-0.47873,-1.7342,0
0.77306,-1.259,0
-0.84807,1.5539,0
2.5678,-2.9366,0
3.7617,0.54022,0
0.36129,1.2473,0
1.6675,1.5348,0
3.2806,-2.9105,0
-0.15104,-1.6574,0
2.9057,2.5395,0
1.0434,1.8309,0
2.8069,-1.1681,0
2.5206,-2.4302,0
3.936,-2.0994,0
3.9195,-2.9865,0
1.4953,2.4754,0
2.0571,3.6427,0
-1.4234,0.19436,0
-0.72467,2.0335,0
1.6346,3.8399,0
0.006788,3.155,0
-0.30847,-0.69655,0
-0.40283,-1.1432,0
1.478,-1.2651,0
3.9779,-0.56493,0
3.5545,-1.5939,0
4.9981,0.34213,0
1.8467,2.2106,0
1.5225,1.5889,0
4.9163,1.8254,0
3.9846,-1.9188,0
3.8494,-2.7952,0
2.5012,-0.89145,0
2.8096,-1.4915,0
3.469,-1.4499,0
0.98039,1.6317,0
-0.43068,-0.33835,0
0.017224,-1.0871,0
1.3379,-0.98125,0
0.49143,3.7015,0
0.3412,3.1127,0
1.7937,4.2933,0
-0.55234,1.552,0
-0.34859,1.145,0
0.14141,2.0456,0
1.9917,4.4529,0
1.1227,-1.4994,0
0.60874,-0.67507,0
3.4776,-0.70338,0
4.3587,-0.63201,0
1.8141,0.32575,0
1.4647,1.1474,0
4.5107,-1.2222,0
4.3587,-0.47445,0
3.7499,-1.2763,0
3.063,-1.3158,0
5.9247,-1.0741,0
4.8051,-0.18787,0
4.6609,-0.6881,0
4.8457,-1.1801,0
-4.951,1.4121,0
-0.076306,3.3521,0
-1.0318,0.18525,0
-0.50018,0.57207,0
-3.1135,-1.1001,0
-3.6422,-0.89985,0
-1.8911,-0.18213,0
-2.6035,-0.23115,0
-3.8218,-0.88642,0
-4.3538,-1.2269,0
0.32758,0.82099,0
0.92667,0.78858,0
0.606,2.1159,0
1.0819,2.6112,0
-0.97245,0.021222,0
3.1526,2.5936,0
2.0103,2.6166,0
3.518,1.2168,0
2.8397,3.8271,0
2.3898,3.963,0
2.9428,-2.2702,0
1.7838,-1.4689,0
4.6354,-0.10101,0
4.6951,1.1752,0
5.6663,0.88039,0
-1.4285,1.5457,0
-1.2735,0.89537,0
3.8626,2.3798,0
4.5597,2.3492,0
4.5663,-1.4003,0
4.508,-2.2819,0
1.2753,-3.495,0
-1.7204,-0.6534,0
0.78314,-2.1492,0
1.1908,-1.698,0
0.64367,-0.89553,0
1.3098,-0.60817,0
2.3939,1.6358,0
2.1004,0.54721,0
3.0627,-0.12292,0
2.6337,-0.44209,0
1.2781,0.80351,0
1.8089,0.73364,0
2.7234,1.3498,0
1.6048,1.7564,0
2.3428,2.395,0
3.0482,-2.4534,0
3.212,-1.6347,0
5.1312,0.99158,0
1.9648,2.4182,0
1.1155,2.7594,0
1.1943,1.957,0
0.90144,1.9815,0
2.4184,0.81367,0
1.6403,-0.019108,0
0.71262,0.50843,0
2.0176,-0.72629,0
1.3934,-0.31201,0
3.3186,-2.1873,0
4.1112,-2.2984,0
-1.5554,-0.9596,0
-1.9632,-0.43961,0
-0.51855,-1.5006,0
-0.03714,-1.7735,0
1.6809,-1.1714,0
1.7564,-0.53569,0
5.3766,-1.4406,0
4.137,-1.0431,0
4.5499,-0.82742,0
4.7655,-3.0969,0
-0.60184,3.4947,0
3.8738,-0.35165,0
4.2802,0.090296,0
-0.40788,-0.048101,0
0.94514,1.2595,0
0.48883,0.71302,0
-5.0106,-1.4544,0
2.2202,-1.1334,0
2.5027,-1.0652,0
4.6816,-1.8865,0
5.4177,-1.6382,0
5.3327,-3.6557,0
-5.2918,2.6382,0
-1.0903,2.3042,0
-1.5529,0.5062,0
-1.9192,0.28429,0
-3.0859,-2.5696,0
-0.81346,-0.64275,0
-0.77788,-0.039201,0
-2.8046,-1.1587,0
0.6131,3.7959,0
-0.54166,2.5743,0
-0.42065,2.2731,0
-1.9755,0.54486,0
0.86436,3.4588,0
0.89615,4.1829,0
4.5333,1.7547,0
4.1187,1.067,0
3.757,3.9313,0
5.8221,0.94588,0
5.0688,-3.7374,0
4.55,1.1373,0
3.9409,0.6464,0
0.5719,0.57308,0
-0.047207,1.1815,0
5.5888,2.4643,0
2.4274,-2.6166,0
-0.012057,2.979,0
2.1098,-3.0059,0
2.4367,-2.8304,0
0.46955,1.9962,0
4.0657,2.7779,0
-0.089707,-1.9337,0
1.9549,1.1572,0
1.4808,1.327,0
-4.3696,-0.88967,0
4.003,-1.4857,0
4.234,-2.4586,0
5.246,-0.88227,0
-5.7655,1.4331,0
-2.3962,-1.4235,0
-2.0384,-1.4343,0
1.4648,4.1331,0
0.23705,4.4614,0
-3.0276,-0.95089,0
-3.6001,-0.43724,0
0.35293,-0.31673,0
0.22721,0.017212,0
-0.65595,-0.6323,0
1.094,4.635,0
-1.4945,2.4166,0
1.7568,2.8037,0
0.29583,-0.90819,0
2.6221,-1.0164,0
2.0278,-0.87211,0
1.9904,4.8556,0
4.2938,-0.95909,0
5.0824,-2.3312,0
4.4835,0.30439,0
4.9401,0.69092,0
1.927,0.83289,0
2.6985,1.1166,0
5.1824,1.6082,0
3.9768,-2.4736,0
-0.42278,2.0959,0
3.2632,-0.79204,0
2.8683,-1.3089,0
3.7297,-2.1452,0
5.3438,-2.7316,0
0.15739,1.4709,0
0.65133,1.1767,0
-0.24379,0.49159,0
0.212,-0.26668,0
1.92,-0.45853,0
1.6291,3.3388,0
0.78323,3.1231,0
1.9754,4.6763,0
-0.04366,1.8293,0
0.51263,3.4087,0
0.44052,2.7107,0
5.6186,1.8308,0
0.26582,-1.9786,0
0.63164,-1.6709,0
2.9133,-0.40012,0
3.5657,-0.14281,0
1.4532,-0.17282,0
1.4318,0.67105,0
5.4996,0.67252,0
5.6685,-1.0159,0
5.1884,-0.77158,0
4.8829,-3.0006,0
-3.1504,0.91969,0
-2.6661,0.11665,0
-1.6178,1.5138,0
-0.10535,3.661,0
-0.79921,4.005,0
-0.65716,-0.17146,0
-0.81777,1.0546,0
-0.84433,0.68549,0
-2.6388,-0.61824,0
-3.0364,-0.10886,0
-3.98,0.58666,0
-4.5027,-1.1332,0
-1.9095,-0.6082,0
-2.1382,-0.39092,0
-1.6271,-1.4595,0
-4.1083,-1.8044,0
0.54683,1.3129,0
0.060098,2.5739,0
0.61551,2.6368,0
-1.2702,0.57509,0
-0.9313,0.34763,0
3.5352,2.2343,0
3.1545,1.9054,0
2.881,-0.014571,0
2.5769,0.14076,0
2.3589,2.9917,0
2.2733,-2.9211,0
2.1705,-2.3882,0
5.3638,-2.3955,0
5.0664,1.4687,0
4.8072,-3.6655,0
-0.62217,1.4144,0
-1.5691,0.085943,0
-1.1474,0.50148,0
4.8317,1.6697,0
4.26,2.2681,0
2.2769,-3.1063,0
4.3832,-3.0776,0
4.7577,-1.6746,0
4.7939,-2.2549,0
-0.73201,2.3697,0
1.1537,-2.9832,0
-1.7126,-1.0061,0
-2.6202,-1.4486,0
0.51762,-1.7698,0
1.7806,-2.146,0
1.9207,-2.8804,0
3.5025,0.79445,0
2.6605,0.70248,0
3.4438,-0.39559,0
3.217,-0.21897,0
1.4788,1.0026,0
1.8084,1.0896,0
1.8163,1.6309,0
1.5122,3.6939,0
1.0712,4.0753,0
3.4549,3.6521,0
2.9923,2.9771,0
3.5375,-2.9643,0
2.2938,-1.6358,0
2.7848,-1.6851,0
2.94,3.1787,0
3.3248,3.3876,0
3.7231,2.5357,0
5.2059,0.79902,0
1.3912,1.4662,0
2.135,0.053642,0
1.2234,-0.2412,0
0.88338,-0.0014741,0
2.2557,-1.2988,0
1.672,-0.96615,0
-5.1951,-0.45014,0
0.41991,2.931,0
0.71444,2.2909,0
-2.0389,-0.15263,0
-2.2515,0.0178,0
-2.2591,-0.84506,0
-2.4658,-0.61017,0
-5.2272,-0.91972,0
-0.52458,-2.2746,0
0.24987,-1.8564,0
1.8461,0.12855,0
1.4877,0.31099,0
5.215,-1.3186,0
4.8079,-1.5175,0
4.956,-1.4597,0
3.1153,-3.1902,0
2.8335,-2.8436,0
3.7041,2.842,0
3.285,2.7344,0
5.5488,0.81585,0
4.8412,0.28792,0
3.8806,1.2987,0
4.4076,1.0598,0
5.2825,-2.46,0
0.35196,0.36976,0
0.17369,0.69738,0
-0.062532,0.4686,0
0.4599,0.22094,0
4.2246,1.8695,0
3.6354,1.9858,0
5.1717,2.3064,0
5.0398,2.0045,0
3.3813,-0.5485,0
4.7134,-1.4209,0
4.102,-1.6105,0
5.0237,-1.294,0
4.8993,-1.9654,0
-3.1308,0.48195,0
-2.7663,-2.0258,0
-2.4381,0.33489,0
-3.5253,-2.7766,0
-5.2033,-0.59887,0
-5.3311,-0.32835,0
-3.056,-1.3782,0
0.63695,4.4278,0
-0.15131,3.8209,0
-0.44598,-1.9407,0
-0.33704,-1.4437,0
-0.88711,1.691,0
-0.1756,1.8621,0
0.23816,2.1216,0
-1.8714,-0.31982,0
-1.5155,0.6758,0
3.9043,2.0219,0
3.5143,1.6413,0
3.2315,0.99937,0
5.327,1.8627,0
2.6638,1.8229,0
2.799,0.89167,0
3.5055,0.17912,0
-0.012204,1.5249,0
-0.42852,1.9481,0
-0.64796,1.0516,0
4.6154,2.6349,0
2.3377,-1.933,0
1.7292,-2.0087,0
1.9941,-2.679,0
5.2911,-1.8142,0
-0.42932,2.995,0
-0.73437,2.5419,0
-0.87978,-1.5769,0
0.087518,-0.60174,0
0.37493,-1.3777,0
-2.0704,-0.0049189,0
-1.7665,-0.025031,0
2.9958,-2.8151,0
2.7323,-2.2303,0
3.2034,-2.5376,0
4.5704,0.3942,0
3.8467,0.2368,0
4.1555,0.60901,0
0.24627,1.6142,0
-0.14044,1.2902,0
1.4009,1.8976,0
1.242,1.5896,0
2.4916,3.6428,0
0.14789,-1.7394,0
0.05292,-1.4219,0
2.138,2.0251,0
2.4529,1.1148,0
-5.1719,-1.5121,0
3.1322,-0.94057,0
2.5803,-0.71763,0
2.4649,-1.556,0
4.2782,-1.8821,0
-2.5623,0.47516,0
2.0446,2.9399,0
2.5044,3.2953,0
0.3641,4.009,0
-1.9264,0.04155,0
-3.9897,-1.1939,0
-0.97864,2.171,0
0.62162,0.22663,0
0.13201,0.35713,0
0.26803,4.2532,0
-0.085014,4.1453,0
2.0629,3.1926,0
-0.071298,-0.20191,0
-0.27446,0.0057819,0
-0.66205,-0.82069,0
1.2632,-1.1287,0
0.92389,-1.795,0
1.5582,-1.9228,0
4.1613,0.34938,0
3.8317,-0.85643,0
3.3446,-1.1693,0
5.5544,-1.9432,0
5.1539,0.63969,0
2.2085,2.9784,0
1.5641,2.6918,0
4.751,2.294,0
4.4094,1.9414,0
2.5212,-0.55853,0
4.1297,-1.1851,0
3.6063,-1.863,0
1.0449,-2.3424,0
-0.85798,-1.909,0
1.0176,0.91513,0
1.2014,1.3968,0
0.0052545,0.63543,0
-0.99139,0.57938,0
-0.13185,-0.35347,0
-0.2949,-0.91741,0
1.2482,0.061998,0
0.61342,3.9817,0
0.33701,3.7878,0
0.63206,3.1706,0
1.3006,3.8144,0
-0.6634,1.8709,0
0.33747,2.358,0
0.1341,2.3747,0
2.5227,4.0723,0
1.42,-2.0411,0
1.3835,-1.4818,0
0.76027,-0.96627,0
1.0246,-0.7697,0
0.37221,-2.0903,0
3.729,-1.0264,0
3.6519,-0.65157,0
2.3284,0.34982,0
5.0117,-1.0907,0
4.6537,-0.94839,0
4.7117,-0.36485,0
4.9802,-0.84688,0
-3.0836,-0.77974,0
-3.3554,-0.93526,0
-3.6242,-1.1928,0
-1.5707,-0.3516,0
-1.4512,-0.83675,0
-4.2222,-0.93479,0
0.30647,1.0333,0
-0.005519,0.82796,0
0.61331,0.82648,0
0.3634,1.6619,0
0.78639,2.573,0
2.627,2.1904,0
2.178,2.7549,0
3.0738,0.66911,0
3.6641,0.88576,0
2.2804,0.52634,0
3.0588,3.3446,0
2.2052,-2.0868,0
4.6009,0.89698,0
4.7591,0.62926,0
4.3449,-0.21425,0
5.0504,1.1384,0
4.8571,1.4851,0
3.7577,2.7047,0
4.8819,2.4953,0
5.3836,2.0571,0
3.9882,-2.7307,0
1.0186,-1.9668,0
0.37191,-0.6025,0
-0.090065,-0.87567,0
1.008,-0.47764,0
2.9935,1.1253,0
3.3344,1.6024,0
2.3932,0.9451,0
3.3109,0.19167,0
2.8403,0.3397,0
2.7266,-0.14959,0
1.3774,0.44433,0
3.0975,1.0276,0
1.982,1.7355,0
1.6944,1.9837,0
2.775,3.4865,0
2.4429,3.1157,0
2.8263,2.8151,0
2.4382,-2.1245,0
2.7486,-2.5831,0
3.018,-2.0035,0
2.9435,3.4982,0
3.3556,3.9057,0
2.6642,2.6699,0
1.9326,1.9899,0
2.2843,2.1655,0
1.3616,2.385,0
1.5995,3.1271,0
2.0846,0.74617,0
2.7442,0.51166,0
1.7775,-0.13471,0
0.92212,0.17699,0
1.5492,-0.78858,0
1.9017,-2.2385,0
4.9595,-2.1644,0
0.28523,-1.2203,0
-1.3464,-0.12041,0
4.431,0.43382,0
-0.93933,0.97326,0
1.7684,-2.593,0
3.7626,2.2012,0
4.5314,0.9966,0
0.77329,-0.29163,0
3.5859,0.52997,0
-0.42685,-0.52934,0
3.6539,1.4127,0
2.287,3.6383,0
3.9775,1.5006,0
0.95686,-1.2789,0
3.0675,-0.51133,0
1.5277,-1.6886,0
0.70378,-1.8276,0
5.3139,-0.72498,0
4.4576,1.5863,0
2.9746,-0.6652,0
-1.3872,0.033249,0
4.059,0.9502,0
3.1079,0.47026,0
4.1264,0.039277,0
3.6305,0.68524,0
0.81083,1.161,0
3.1696,2.3849,0
2.3338,-2.428,0
5.8435,-1.1741,0
1.5209,2.2951,0
1.69,-1.3283,0
4.011,-0.24968,0
3.4025,-1.6088,0
4.0363,-1.7554,0
2.3534,-1.0136,0
3.4582,-1.2948,0
-0.091942,-1.1747,0
0.019487,2.7896,0
0.45468,-0.45517,0
-4.0575,-1.9543,0
1.0974,0.77787,0
1.2108,2.6362,0
3.1328,-2.1689,0
4.4231,1.2631,0
-2.3456,-1.5486,0
2.298,1.7716,0
1.9333,0.49998,0
3.0722,-0.31637,0
2.7388,1.5941,0
2.1604,2.3367,0
0.74142,1.9813,0
0.76182,0.82067,0
2.0155,-1.0675,0
-1.6422,-0.82344,0
-0.31132,-1.603,0
4.1418,-0.87488,0
4.083,-0.37883,0
1.0172,1.0995,0
-0.78643,-0.52712,0
-0.26495,2.1669,0
0.9229,3.6381,0
3.9041,0.88149,0
4.2474,1.1514,0
4.0281,0.50944,0
0.42929,0.53956,0
0.13625,1.319,0
1.7773,1.2599,0
0.21793,-0.79951,0
2.0782,0.96934,0
-0.51319,1.862,0
0.3729,1.4704,0
1.9025,-0.642,0
1.287,3.0617,0
0.4762,2.5071,0
0.40383,-1.9123,0
0.66278,-1.5429,0
3.7605,-0.16605,0
-2.7564,-0.71199,0
3.4446,2.0719,0
3.236,1.5057,0
2.6248,3.1421,0
4.9535,1.2996,0
-0.70174,1.5778,0
2.5036,0.5125,0
1.4739,3.9334,0
3.0117,3.6665,0
2.587,-1.6903,0
2.0973,-1.2351,0
0.61045,2.8232,0
2.8588,-2.6838,0
4.0876,1.2195,0
3.5185,1.8291,0
3.9346,-1.6281,0
0.38884,2.1607,0
-1.7665,-0.44819,0
3.1021,0.87428,0
2.4555,1.8078,0
2.862,0.68313,0
3.698,0.059391,0
2.2221,-1.7776,0
1.7112,-1.6187,0
3.057,-0.80978,0
2.017,3.4255,0
1.3349,-1.8403,0
4.51,-0.21423,0
3.3319,-1.354,0
-0.1914,-0.54768,0
-0.11512,-1.0163,0
1.4777,-0.9481,0
1.1504,-0.50466,0
0.54754,3.2591,0
3.8074,-0.69812,0
4.8606,-0.7346,0
0.66161,0.6821,0
2.6717,2.4907,0
3.3003,0.76145,0
3.7897,1.0754,0
2.3664,0.68152,0
2.864,1.2323,0
3.142,0.13712,0
2.4323,-2.306,0
3.1118,3.51,0
1.3501,2.5676,0
1.3822,3.1706,0
0.95274,0.33362,0
1.5798,-0.61442,0
1.4189,-1.0824,0
4.1566,-0.69146,0
3.6327,-0.33282,0
-1.0966,-0.064475,0
-1.237,0.16695,0
4.6081,1.2877,0
0.79988,2.4184,0
4.1672,2.0923,0
4.1053,2.3673,0
-4.0932,-1.2981,0
1.9878,3.8579,0
0.44251,1.8086,0
0.65737,1.6029,0
1.422,2.9518,0
-0.20992,0.85353,0
0.082172,1.0539,0
0.93453,3.2685,0
0.81581,2.9039,0
2.9944,0.35719,0
-3.1237,-0.045113,0
-0.0014043,-0.48445,0
-2.5286,-0.9254,0
1.9032,3.3599,0
4.3599,1.4591,0
4.1604,1.7403,0
0.38376,-1.0647,0
2.9821,-0.97793,0
3.24,-0.59774,0
5.1429,-0.99221,0
2.0124,-1.799,0
1.958,-1.4768,0
1.1493,-0.11247,0
0.86315,-0.71732,0
2.7276,-0.72563,0
-2.3359,-0.10195,0
0.049047,3.7058,0
-0.35468,1.7851,0
3.6217,1.077,0
3.2887,0.412,0
4.1181,0.4549,0
3.8342,0.39296,0
-0.38023,0.86897,0
-0.68146,-1.6542,0
1.0503,-1.1017,0
1.8128,1.4388,0
2.5516,2.3652,0
2.9253,-1.1418,0
2.6147,-2.5578,0
4.019,-2.8543,0
1.8209,2.6251,0
1.0907,3.4602,0
1.7964,3.8725,0
3.8409,-1.4783,0
4.7185,1.7998,0
2.682,-0.86551,0
0.083146,-1.2351,0
0.15313,-0.89288,0
-0.30009,1.3186,0
0.11602,2.1782,0
1.0587,-1.6928,0
0.48689,-0.89976,0
3.6615,-0.81481,0
4.2018,-0.51615,0
1.7037,0.14755,0
2.03,0.36489,0
1.3625,0.96861,0
3.6495,-1.4714,0
-2.9634,-1.0875,0
0.92832,2.7043,0
3.2054,1.3456,0
2.7981,-2.0699,0
2.8941,-2.5064,0
-1.529,1.4698,0
0.66411,-2.0253,0
0.94388,-1.6187,0
2.1755,1.426,0
2.843,1.7544,0
2.1724,0.24753,0
2.2212,0.66802,0
3.2342,-0.015253,0
2.7883,-0.48884,0
1.7281,0.91832,0
2.4376,1.3165,0
2.4938,2.0262,0
2.3096,2.5897,0
1.5019,0.12797,0
2.1746,-0.74958,0
1.3019,-0.46121,0
1.8228,-1.0856,0
1.4449,-0.66363,0
4.0222,-1.1316,0
4.2991,-1.1588,0
4.4212,-0.76462,0
3.7506,-0.52108,0
3.9802,0.22049,0
0.68453,1.4273,0
2.0954,-1.393,0
-0.78514,-0.23163,0
1.3194,3.3524,0
0.93808,3.972,0
4.6893,1.4217,0
4.5628,2.0505,0
2.1428,-2.7024,0
0.18169,2.9962,0
2.1185,-3.2012,0
0.29382,1.9711,0
3.8892,-1.7834,0
1.66,4.0528,0
0.21839,-0.46169,0
1.6381,2.9123,0
1.8631,-0.91788,0
2.1866,-0.94637,0
1.9409,0.65352,0
2.3357,1.451,0
0.079263,1.6793,0
0.0046936,1.3501,0
0.50218,1.1157,0
1.7252,3.6958,0
0.70517,3.3235,0
0.11188,1.8893,0
2.7595,-0.33072,0
1.3858,0.020123,0
-1.5586,1.6171,0
-2.1387,-0.25053,0
-1.7342,-1.3602,0
0.7044,1.2856,0
3.3108,2.0018,0
2.9681,2.2282,0
2.4839,0.29097,0
-1.0252,0.44779,0
3.3428,0.56806,0
3.472,-0.26547,0
3.3583,-0.28826,0
1.5144,0.87057,0
1.6585,1.115,0
2.1387,1.8442,0
1.7719,3.3929,0
1.114,3.907,0
2.7866,3.0366,0
2.1442,-1.9264,0
0.49226,3.1246,0
3.8174,1.4885,0
4.2305,0.95272,0
4.1887,-1.745,0
-0.15745,1.6602,0
3.3497,1.8013,0
2.5338,1.4721,0
2.9942,2.0071,0
2.5758,-2.2681,0
0.21982,-0.66775,0
-1.8517,0.14326,0
3.9511,0.086061,0
0.49722,1.6274,0
2.3921,3.7917,0
2.5673,1.2751,0
3.1153,-1.1303,0
2.4199,-1.7481,0
0.77248,0.3191,0
0.78362,-1.6515,0
1.7698,-1.8137,0
4.3148,0.28897,0
5.0437,0.59932,0
1.3352,-0.11296,0
1.2709,4.0655,0
0.6555,2.4581,0
2.4652,2.228,0
2.8393,1.9207,0
2.9588,0.818,0
3.2257,3.6658,0
5.1453,1.2996,0
0.038286,-0.94922,0
3.3289,1.187,0
3.162,1.6809,0
2.2657,1.0402,0
2.9746,0.18815,0
2.1868,1.6264,0
2.3154,3.2654,0
2.6318,-2.1195,0
2.4953,2.5663,0
1.2395,2.2654,0
0.92133,-0.91524,0
3.1441,2.0933,0
3.9112,-0.18874,0
0.66878,0.99642,0
4.1612,-0.22839,0
3.0764,1.4769,0
3.0277,1.2916,0
1.1177,3.6997,0
1.0073,-0.61331,0
4.4123,-0.87184,0
4.659,1.5954,0
1.4848,3.4616,0
2.0766,1.2989,0
0.45404,-1.2212,0
0.84942,-1.1047,0
0.055375,-0.76909,0
2.1841,0.40926,0
1.4802,3.2921,0
2.266,-2.7451,0
3.4728,0.63412,0
0.8741,-0.15557,0
2.9142,-0.54034,0
4.0936,0.80375,0
4.1157,0.20576,0
0.82849,1.3511,0
3.5777,-1.3324,0
2.5583,1.6695,0
0.08054,1.2208,0
4.069,1.3825,0
3.6454,1.7746,0
-0.03984,-0.62724,0
2.7539,2.3339,0
1.4368,-0.51269,0
1.7512,-0.75123,0
1.8592,3.5395,0
1.8038,3.2346,0
3.4631,0.46857,0
0.17794,-1.0507,0
2.2644,1.2567,0
2.8216,-0.63737,0
2.405,2.7327,0
1.3659,0.11675,0
1.3053,3.5813,0
4.5994,1.9226,0
1.664,3.5221,0
1.4784,-0.063592,0
2.7104,2.0392,0
2.7829,2.1733,0
2.9914,1.8101,0
3.1468,1.1616,0
2.9495,1.6227,0
0.20186,1.2036,0
2.863,2.0712,0
4.0373,-0.097363,0
